person,event,roleWithinEvent
per.004749,oscys.caseid.0481,""
per.004745,oscys.caseid.0481,""
per.004746,oscys.caseid.0481,""
per.004747,oscys.caseid.0481,""
per.004751,oscys.caseid.0481,""
per.004750,oscys.caseid.0481,""
per.004754,oscys.caseid.0481,""
per.004753,oscys.caseid.0481,""
per.004752,oscys.caseid.0481,""
per.004758,oscys.caseid.0481,""
per.004760,oscys.caseid.0481,""
per.004759,oscys.caseid.0481,""
per.004755,oscys.caseid.0481,""
per.004757,oscys.caseid.0481,""
per.004761,oscys.caseid.0481,attorney
per.004762,oscys.caseid.0481,attorney
per.004784,oscys.caseid.0481,""
per.004781,oscys.caseid.0481,""
per.004766,oscys.caseid.0481,""
per.004768,oscys.caseid.0481,""
per.004777,oscys.caseid.0481,""
per.004774,oscys.caseid.0481,""
per.004789,oscys.caseid.0481,""
per.004763,oscys.caseid.0481,""
per.004794,oscys.caseid.0481,""
per.004795,oscys.caseid.0481,""
per.004779,oscys.caseid.0481,""
per.004776,oscys.caseid.0481,""
per.004791,oscys.caseid.0481,""
per.004788,oscys.caseid.0481,""
per.004778,oscys.caseid.0481,""
per.004764,oscys.caseid.0481,""
per.004773,oscys.caseid.0481,""
per.004793,oscys.caseid.0481,""
per.004765,oscys.caseid.0481,""
per.004792,oscys.caseid.0481,""
per.004767,oscys.caseid.0481,""
per.004786,oscys.caseid.0481,""
per.004782,oscys.caseid.0481,""
per.004771,oscys.caseid.0481,""
per.004775,oscys.caseid.0481,""
per.004783,oscys.caseid.0481,""
per.004780,oscys.caseid.0481,""
per.004787,oscys.caseid.0481,""
per.004769,oscys.caseid.0481,""
per.004785,oscys.caseid.0481,""
per.004770,oscys.caseid.0481,""
per.004796,oscys.caseid.0481,""
per.004772,oscys.caseid.0481,""
per.004790,oscys.caseid.0481,""
per.004797,oscys.caseid.0481,attorney
per.004802,oscys.caseid.0481,""
per.004798,oscys.caseid.0481,""
per.004800,oscys.caseid.0481,""
per.004799,oscys.caseid.0481,""
per.004801,oscys.caseid.0481,""
per.004805,oscys.caseid.0481,""
per.004803,oscys.caseid.0481,""
per.004806,oscys.caseid.0481,""
per.004804,oscys.caseid.0481,""
per.002640,oscys.caseid.0481,""
per.004812,oscys.caseid.0481,""
per.004816,oscys.caseid.0481,""
per.004809,oscys.caseid.0481,""
per.004807,oscys.caseid.0481,""
per.004815,oscys.caseid.0481,""
per.004813,oscys.caseid.0481,""
per.004811,oscys.caseid.0481,""
per.004808,oscys.caseid.0481,""
per.004810,oscys.caseid.0481,""
per.004814,oscys.caseid.0481,""
per.004453,oscys.caseid.0480,plaintiff
per.004454,oscys.caseid.0480,plaintiff
per.004455,oscys.caseid.0480,plaintiff
per.004456,oscys.caseid.0480,plaintiff
per.001366,oscys.caseid.0480,defendant
per.003551,oscys.caseid.0480,attorney
per.001343,oscys.caseid.0480,""
per.001346,oscys.caseid.0480,""
per.004457,oscys.caseid.0480,""
per.004458,oscys.caseid.0480,""
per.004459,oscys.caseid.0480,""
per.001347,oscys.caseid.0480,""
per.001348,oscys.caseid.0480,""
per.003632,oscys.caseid.0480,""
per.001352,oscys.caseid.0480,""
per.003636,oscys.caseid.0480,""
per.004460,oscys.caseid.0480,""
per.004461,oscys.caseid.0480,""
per.004462,oscys.caseid.0480,""
per.004463,oscys.caseid.0480,""
per.003587,oscys.caseid.0480,""
per.004448,oscys.caseid.0480,""
per.003634,oscys.caseid.0480,""
per.004464,oscys.caseid.0480,""
per.004465,oscys.caseid.0480,""
per.004466,oscys.caseid.0480,""
per.004467,oscys.caseid.0480,""
per.004468,oscys.caseid.0480,""
per.004469,oscys.caseid.0480,""
per.001344,oscys.caseid.0480,""
per.004470,oscys.caseid.0480,""
per.004471,oscys.caseid.0480,""
per.000737,oscys.caseid.0480,""
per.000003,oscys.caseid.0480,""
per.000738,oscys.caseid.0480,""
per.004472,oscys.caseid.0480,""
per.003886,oscys.caseid.0480,""
per.000287,oscys.caseid.0480,""
per.000004,oscys.caseid.0480,""
per.000873,oscys.caseid.0480,""
per.001345,oscys.caseid.0480,""
per.001342,oscys.caseid.0480,""
per.001355,oscys.caseid.0480,""
per.000739,oscys.caseid.0480,""
per.001349,oscys.caseid.0480,""
per.000001,oscys.caseid.0480,""
per.004475,oscys.caseid.0480,""
per.004473,oscys.caseid.0480,""
per.001350,oscys.caseid.0480,""
per.003693,oscys.caseid.0480,""
per.001351,oscys.caseid.0480,""
per.000977,oscys.caseid.0480,""
per.001353,oscys.caseid.0480,""
per.000721,oscys.caseid.0480,""
per.000044,oscys.caseid.0480,""
per.004474,oscys.caseid.0480,""
per.002315,oscys.caseid.0480,""
per.001356,oscys.caseid.0480,""
per.003892,oscys.caseid.0480,""
per.003923,oscys.caseid.0480,""
per.001357,oscys.caseid.0480,""
per.001358,oscys.caseid.0480,""
per.001359,oscys.caseid.0480,""
per.001367,oscys.caseid.0480,""
per.001155,oscys.caseid.0480,""
per.001360,oscys.caseid.0480,""
per.000064,oscys.caseid.0480,""
per.001361,oscys.caseid.0480,""
per.001362,oscys.caseid.0480,""
per.001363,oscys.caseid.0480,""
per.001364,oscys.caseid.0480,""
per.001365,oscys.caseid.0480,""
per.000513,oscys.caseid.0480,""
per.001213,oscys.caseid.0164,plaintiff
per.001214,oscys.caseid.0164,defendant
per.000847,oscys.caseid.0164,attorney
per.000003,oscys.caseid.0164,""
per.000004,oscys.caseid.0164,""
per.000739,oscys.caseid.0164,""
per.001215,oscys.caseid.0164,""
per.000753,oscys.caseid.0164,attorney
per.000740,oscys.caseid.0164,""
per.000748,oscys.caseid.0164,""
per.001216,oscys.caseid.0164,""
per.000476,oscys.caseid.0164,""
per.001217,oscys.caseid.0164,""
per.001877,oscys.caseid.0345,plaintiff
per.000471,oscys.caseid.0345,defendant
per.000464,oscys.caseid.0345,attorney
per.001935,oscys.caseid.0260,plaintiff
per.001936,oscys.caseid.0260,plaintiff
per.001937,oscys.caseid.0260,defendant
per.000045,oscys.caseid.0260,attorney
per.000006,oscys.caseid.0260,""
per.000003,oscys.caseid.0260,""
per.000004,oscys.caseid.0260,""
per.001932,oscys.caseid.0260,""
per.001938,oscys.caseid.0260,""
per.001939,oscys.caseid.0260,""
per.001940,oscys.caseid.0260,""
per.000714,oscys.caseid.0260,""
per.000435,oscys.caseid.0260,""
per.001495,oscys.caseid.0260,""
per.000023,oscys.caseid.0260,attorney
per.001941,oscys.caseid.0260,""
per.000044,oscys.caseid.0260,""
per.001942,oscys.caseid.0260,""
per.001943,oscys.caseid.0260,""
per.001944,oscys.caseid.0260,""
per.001945,oscys.caseid.0260,""
per.001946,oscys.caseid.0260,""
per.001947,oscys.caseid.0260,""
per.001948,oscys.caseid.0260,""
per.001949,oscys.caseid.0260,""
per.001950,oscys.caseid.0260,""
per.001951,oscys.caseid.0260,""
per.001952,oscys.caseid.0260,""
per.001953,oscys.caseid.0260,""
per.001954,oscys.caseid.0260,""
per.001955,oscys.caseid.0260,""
per.001956,oscys.caseid.0260,""
per.001957,oscys.caseid.0260,""
per.001958,oscys.caseid.0260,""
per.001959,oscys.caseid.0260,""
per.001960,oscys.caseid.0260,""
per.001961,oscys.caseid.0260,""
per.001962,oscys.caseid.0260,""
per.001963,oscys.caseid.0260,""
per.001964,oscys.caseid.0260,""
per.001965,oscys.caseid.0260,""
per.001966,oscys.caseid.0260,""
per.001967,oscys.caseid.0260,""
per.001968,oscys.caseid.0260,""
per.001553,oscys.caseid.0260,""
per.001969,oscys.caseid.0260,""
per.001970,oscys.caseid.0260,""
per.001971,oscys.caseid.0260,""
per.000014,oscys.caseid.0260,""
per.001972,oscys.caseid.0260,""
per.001973,oscys.caseid.0260,""
per.001974,oscys.caseid.0260,""
per.001975,oscys.caseid.0260,""
per.001976,oscys.caseid.0260,""
per.001977,oscys.caseid.0260,""
per.001978,oscys.caseid.0260,""
per.001979,oscys.caseid.0260,""
per.001980,oscys.caseid.0260,""
per.001981,oscys.caseid.0260,""
per.001982,oscys.caseid.0260,""
per.001983,oscys.caseid.0260,""
per.001984,oscys.caseid.0260,""
per.001985,oscys.caseid.0260,""
per.001986,oscys.caseid.0260,""
per.001987,oscys.caseid.0260,""
per.001988,oscys.caseid.0260,""
per.001989,oscys.caseid.0260,""
per.001990,oscys.caseid.0260,""
per.001991,oscys.caseid.0260,""
per.001992,oscys.caseid.0260,""
per.001993,oscys.caseid.0260,""
per.001994,oscys.caseid.0260,""
per.001995,oscys.caseid.0260,""
per.001996,oscys.caseid.0260,""
per.001997,oscys.caseid.0260,""
per.001998,oscys.caseid.0260,""
per.001999,oscys.caseid.0260,""
per.002000,oscys.caseid.0260,""
per.002001,oscys.caseid.0260,""
per.002002,oscys.caseid.0260,""
per.002003,oscys.caseid.0260,""
per.002004,oscys.caseid.0260,""
per.000194,oscys.caseid.0260,""
per.002005,oscys.caseid.0260,""
per.002006,oscys.caseid.0260,""
per.002007,oscys.caseid.0260,""
per.002008,oscys.caseid.0260,""
per.001561,oscys.caseid.0260,""
per.002009,oscys.caseid.0260,""
per.002010,oscys.caseid.0260,""
per.002011,oscys.caseid.0260,""
per.002012,oscys.caseid.0260,""
per.000215,oscys.caseid.0260,""
per.002013,oscys.caseid.0260,""
per.000128,oscys.caseid.0260,""
per.002014,oscys.caseid.0260,""
per.002015,oscys.caseid.0260,""
per.002016,oscys.caseid.0260,""
per.002019,oscys.caseid.0260,""
per.002017,oscys.caseid.0260,""
per.002018,oscys.caseid.0260,""
per.002805,oscys.caseid.0260,""
per.001183,oscys.caseid.0260,attorney
per.002020,oscys.caseid.0260,""
per.002021,oscys.caseid.0260,""
per.002022,oscys.caseid.0260,""
per.002023,oscys.caseid.0260,""
per.002024,oscys.caseid.0260,""
per.005476,oscys.caseid.0515,""
per.005482,oscys.caseid.0515,""
per.005484,oscys.caseid.0515,""
per.005417,oscys.caseid.0515,""
per.005427,oscys.caseid.0515,""
per.005386,oscys.caseid.0515,""
per.005469,oscys.caseid.0515,""
per.005480,oscys.caseid.0515,""
per.005428,oscys.caseid.0515,""
per.005423,oscys.caseid.0515,""
per.006664,oscys.caseid.0515,""
per.005429,oscys.caseid.0515,""
per.005441,oscys.caseid.0515,""
per.005447,oscys.caseid.0515,""
per.005387,oscys.caseid.0515,""
per.005393,oscys.caseid.0515,""
per.005487,oscys.caseid.0515,""
per.005378,oscys.caseid.0515,""
per.005394,oscys.caseid.0515,""
per.005418,oscys.caseid.0515,""
per.004601,oscys.caseid.0515,""
per.005414,oscys.caseid.0515,""
per.005478,oscys.caseid.0515,""
per.001514,oscys.caseid.0515,""
per.005491,oscys.caseid.0515,""
per.005439,oscys.caseid.0515,""
per.005442,oscys.caseid.0515,""
per.005438,oscys.caseid.0515,""
per.005443,oscys.caseid.0515,""
per.005437,oscys.caseid.0515,""
per.005419,oscys.caseid.0515,""
per.005436,oscys.caseid.0515,""
per.005380,oscys.caseid.0515,""
per.005446,oscys.caseid.0515,""
per.005412,oscys.caseid.0515,""
per.005421,oscys.caseid.0515,""
per.005454,oscys.caseid.0515,""
per.005477,oscys.caseid.0515,""
per.005483,oscys.caseid.0515,""
per.005398,oscys.caseid.0515,""
per.005411,oscys.caseid.0515,""
per.001502,oscys.caseid.0515,""
per.005456,oscys.caseid.0515,""
per.004366,oscys.caseid.0515,""
per.001493,oscys.caseid.0515,""
per.005473,oscys.caseid.0515,""
per.005404,oscys.caseid.0515,""
per.005400,oscys.caseid.0515,""
per.005389,oscys.caseid.0515,""
per.006663,oscys.caseid.0515,""
per.005388,oscys.caseid.0515,""
per.005486,oscys.caseid.0515,""
per.005430,oscys.caseid.0515,""
per.005383,oscys.caseid.0515,""
per.005420,oscys.caseid.0515,""
per.004746,oscys.caseid.0515,""
per.005460,oscys.caseid.0515,""
per.005410,oscys.caseid.0515,""
per.005475,oscys.caseid.0515,""
per.005385,oscys.caseid.0515,""
per.005463,oscys.caseid.0515,""
per.005390,oscys.caseid.0515,""
per.005464,oscys.caseid.0515,""
per.005391,oscys.caseid.0515,""
per.005468,oscys.caseid.0515,""
per.005479,oscys.caseid.0515,""
per.005472,oscys.caseid.0515,""
per.005433,oscys.caseid.0515,""
per.005444,oscys.caseid.0515,""
per.005381,oscys.caseid.0515,""
per.005392,oscys.caseid.0515,""
per.005395,oscys.caseid.0515,""
per.005492,oscys.caseid.0515,""
per.005415,oscys.caseid.0515,""
per.005490,oscys.caseid.0515,""
per.005435,oscys.caseid.0515,""
per.005405,oscys.caseid.0515,""
per.005432,oscys.caseid.0515,""
per.005402,oscys.caseid.0515,""
per.005431,oscys.caseid.0515,""
per.005434,oscys.caseid.0515,""
per.005440,oscys.caseid.0515,""
per.004764,oscys.caseid.0515,""
per.005397,oscys.caseid.0515,""
per.005488,oscys.caseid.0515,""
per.005493,oscys.caseid.0515,""
per.005449,oscys.caseid.0515,""
per.001507,oscys.caseid.0515,""
per.005409,oscys.caseid.0515,""
per.005467,oscys.caseid.0515,""
per.005379,oscys.caseid.0515,""
per.005396,oscys.caseid.0515,""
per.005471,oscys.caseid.0515,""
per.005485,oscys.caseid.0515,""
per.005465,oscys.caseid.0515,""
per.005474,oscys.caseid.0515,""
per.005450,oscys.caseid.0515,""
per.005457,oscys.caseid.0515,""
per.001477,oscys.caseid.0515,""
per.005445,oscys.caseid.0515,""
per.005448,oscys.caseid.0515,""
per.005462,oscys.caseid.0515,""
per.005452,oscys.caseid.0515,""
per.005470,oscys.caseid.0515,""
per.005481,oscys.caseid.0515,""
per.005401,oscys.caseid.0515,""
per.005451,oscys.caseid.0515,""
per.005461,oscys.caseid.0515,""
per.005406,oscys.caseid.0515,""
per.005399,oscys.caseid.0515,""
per.005489,oscys.caseid.0515,""
per.005453,oscys.caseid.0515,""
per.005426,oscys.caseid.0515,""
per.005459,oscys.caseid.0515,""
per.005413,oscys.caseid.0515,""
per.005403,oscys.caseid.0515,""
per.005455,oscys.caseid.0515,""
per.005466,oscys.caseid.0515,""
per.005382,oscys.caseid.0515,""
per.005407,oscys.caseid.0515,""
per.005425,oscys.caseid.0515,""
per.005422,oscys.caseid.0515,""
per.005458,oscys.caseid.0515,""
per.002140,oscys.caseid.0265,plaintiff
per.002136,oscys.caseid.0265,defendant
per.002137,oscys.caseid.0265,defendant
per.002138,oscys.caseid.0265,defendant
per.002139,oscys.caseid.0265,attorney
per.001608,oscys.caseid.0249,plaintiff
per.000160,oscys.caseid.0249,plaintiff
per.000168,oscys.caseid.0249,defendant
per.000011,oscys.caseid.0249,attorney
per.000006,oscys.caseid.0249,""
per.000003,oscys.caseid.0249,""
per.000004,oscys.caseid.0249,""
per.000159,oscys.caseid.0249,""
per.001868,oscys.caseid.0249,""
per.001869,oscys.caseid.0249,""
per.000093,oscys.caseid.0249,""
per.001870,oscys.caseid.0249,""
per.001871,oscys.caseid.0249,""
per.001872,oscys.caseid.0249,""
per.001592,oscys.caseid.0249,""
per.001580,oscys.caseid.0249,""
per.001873,oscys.caseid.0249,""
per.000156,oscys.caseid.0249,""
per.001874,oscys.caseid.0249,""
per.001875,oscys.caseid.0249,""
per.001876,oscys.caseid.0249,""
per.001266,oscys.caseid.0176,plaintiff
per.001267,oscys.caseid.0176,defendant
per.000476,oscys.caseid.0176,attorney
per.000001,oscys.caseid.0176,attorney
per.000003,oscys.caseid.0176,""
per.001268,oscys.caseid.0176,""
per.000004,oscys.caseid.0176,""
per.000461,oscys.caseid.0176,""
per.004242,oscys.caseid.0176,defendant
per.004231,oscys.caseid.0176,""
per.004232,oscys.caseid.0176,""
per.004233,oscys.caseid.0176,""
per.004234,oscys.caseid.0176,""
per.004235,oscys.caseid.0176,""
per.004035,oscys.caseid.0176,""
per.003889,oscys.caseid.0176,""
per.004236,oscys.caseid.0176,""
per.003828,oscys.caseid.0176,""
per.003901,oscys.caseid.0176,""
per.000883,oscys.caseid.0176,""
per.004237,oscys.caseid.0176,""
per.004238,oscys.caseid.0176,""
per.004239,oscys.caseid.0176,""
per.004240,oscys.caseid.0176,""
per.004241,oscys.caseid.0176,""
per.004075,oscys.caseid.0176,""
per.000496,oscys.caseid.0176,attorney
per.000064,oscys.caseid.0176,""
per.002883,oscys.caseid.0176,""
per.003557,oscys.caseid.0459,plaintiff
per.003558,oscys.caseid.0459,defendant
per.002112,oscys.caseid.0459,attorney
per.003555,oscys.caseid.0459,""
per.003556,oscys.caseid.0459,""
per.000006,oscys.caseid.0459,""
per.000004,oscys.caseid.0459,""
per.002816,oscys.caseid.0459,""
per.003059,oscys.caseid.0459,""
per.003559,oscys.caseid.0459,""
per.003560,oscys.caseid.0459,""
per.003561,oscys.caseid.0459,""
per.003562,oscys.caseid.0459,""
per.006824,oscys.caseid.0554,plaintiff
per.006825,oscys.caseid.0554,defendant
per.006805,oscys.caseid.0554,attorney
per.001393,oscys.caseid.0554,attorney
per.004360,oscys.caseid.0554,attorney
per.004663,oscys.caseid.0554,attorney
per.006816,oscys.caseid.0554,""
per.001493,oscys.caseid.0554,""
per.006817,oscys.caseid.0554,""
per.004876,oscys.caseid.0494,plaintiff
per.004374,oscys.caseid.0494,""
per.000849,oscys.caseid.0108,plaintiff
per.000850,oscys.caseid.0108,defendant
per.000851,oscys.caseid.0108,attorney
per.000003,oscys.caseid.0108,""
per.000004,oscys.caseid.0108,""
per.000739,oscys.caseid.0108,""
per.000740,oscys.caseid.0108,""
per.000748,oscys.caseid.0108,""
per.000753,oscys.caseid.0108,""
per.000754,oscys.caseid.0102,plaintiff
per.000755,oscys.caseid.0102,defendant
per.000756,oscys.caseid.0102,defendant
per.000757,oscys.caseid.0102,attorney
per.000631,oscys.caseid.0102,""
per.000004,oscys.caseid.0102,""
per.000003,oscys.caseid.0102,""
per.000502,oscys.caseid.0102,""
per.005294,oscys.caseid.0524,plaintiff
per.005295,oscys.caseid.0524,defendant
per.001393,oscys.caseid.0524,attorney
per.001495,oscys.caseid.0524,attorney
per.005043,oscys.caseid.0524,""
per.005297,oscys.caseid.0524,""
per.005298,oscys.caseid.0524,""
per.005054,oscys.caseid.0524,""
per.005056,oscys.caseid.0524,""
per.005327,oscys.caseid.0524,""
per.004601,oscys.caseid.0524,""
per.005299,oscys.caseid.0524,""
per.005279,oscys.caseid.0524,""
per.005071,oscys.caseid.0524,""
per.002096,oscys.caseid.0524,""
per.005300,oscys.caseid.0524,""
per.005301,oscys.caseid.0524,""
per.005302,oscys.caseid.0524,""
per.001493,oscys.caseid.0524,""
per.005303,oscys.caseid.0524,""
per.005328,oscys.caseid.0524,""
per.002097,oscys.caseid.0524,""
per.005119,oscys.caseid.0524,""
per.005123,oscys.caseid.0524,""
per.004640,oscys.caseid.0524,""
per.005282,oscys.caseid.0524,""
per.005151,oscys.caseid.0524,""
per.005153,oscys.caseid.0524,""
per.005152,oscys.caseid.0524,""
per.005169,oscys.caseid.0524,""
per.005172,oscys.caseid.0524,""
per.005174,oscys.caseid.0524,""
per.005165,oscys.caseid.0524,""
per.005236,oscys.caseid.0524,""
per.005305,oscys.caseid.0524,""
per.005198,oscys.caseid.0524,""
per.005306,oscys.caseid.0524,""
per.005199,oscys.caseid.0524,""
per.005201,oscys.caseid.0524,""
per.005200,oscys.caseid.0524,""
per.005208,oscys.caseid.0524,""
per.005214,oscys.caseid.0524,""
per.005217,oscys.caseid.0524,""
per.005220,oscys.caseid.0524,""
per.005307,oscys.caseid.0524,""
per.005308,oscys.caseid.0524,""
per.005222,oscys.caseid.0524,""
per.005221,oscys.caseid.0524,""
per.005309,oscys.caseid.0524,""
per.005238,oscys.caseid.0524,""
per.005224,oscys.caseid.0524,""
per.005225,oscys.caseid.0524,""
per.005310,oscys.caseid.0524,""
per.005311,oscys.caseid.0524,""
per.005229,oscys.caseid.0524,""
per.005312,oscys.caseid.0524,""
per.005313,oscys.caseid.0524,""
per.005233,oscys.caseid.0524,""
per.005314,oscys.caseid.0524,""
per.005315,oscys.caseid.0524,""
per.005316,oscys.caseid.0524,""
per.005317,oscys.caseid.0524,""
per.005237,oscys.caseid.0524,""
per.005318,oscys.caseid.0524,""
per.005241,oscys.caseid.0524,""
per.005319,oscys.caseid.0524,""
per.005246,oscys.caseid.0524,""
per.005320,oscys.caseid.0524,""
per.005321,oscys.caseid.0524,""
per.005322,oscys.caseid.0524,""
per.005323,oscys.caseid.0524,""
per.005249,oscys.caseid.0524,""
per.005251,oscys.caseid.0524,""
per.005324,oscys.caseid.0524,""
per.005252,oscys.caseid.0524,""
per.005254,oscys.caseid.0524,""
per.005256,oscys.caseid.0524,""
per.005281,oscys.caseid.0524,""
per.005329,oscys.caseid.0524,""
per.005325,oscys.caseid.0524,""
per.002551,oscys.caseid.0372,plaintiff
per.002552,oscys.caseid.0372,defendant
per.000533,oscys.caseid.0372,attorney
per.000003,oscys.caseid.0372,""
per.000004,oscys.caseid.0372,""
per.000461,oscys.caseid.0372,""
per.001042,oscys.caseid.0135,plaintiff
per.001043,oscys.caseid.0135,defendant
per.000558,oscys.caseid.0135,attorney
per.001040,oscys.caseid.0135,""
per.001041,oscys.caseid.0135,""
per.000003,oscys.caseid.0135,""
per.000004,oscys.caseid.0135,""
per.000739,oscys.caseid.0135,""
per.001717,oscys.caseid.0212,plaintiff
per.000991,oscys.caseid.0212,defendant
per.000003,oscys.caseid.0212,""
per.000004,oscys.caseid.0212,""
per.001716,oscys.caseid.0212,""
per.000739,oscys.caseid.0212,""
per.000993,oscys.caseid.0127,plaintiff
per.000994,oscys.caseid.0127,defendant
per.000738,oscys.caseid.0127,attorney
per.000992,oscys.caseid.0127,""
per.000003,oscys.caseid.0127,""
per.000004,oscys.caseid.0127,""
per.000739,oscys.caseid.0127,""
per.002199,oscys.caseid.0280,plaintiff
per.002200,oscys.caseid.0280,plaintiff
per.002201,oscys.caseid.0280,plaintiff
per.001842,oscys.caseid.0280,defendant
per.000847,oscys.caseid.0280,attorney
per.000004,oscys.caseid.0280,""
per.001841,oscys.caseid.0280,""
per.000740,oscys.caseid.0280,""
per.000753,oscys.caseid.0280,""
per.001216,oscys.caseid.0280,""
per.000476,oscys.caseid.0280,""
per.001217,oscys.caseid.0280,""
per.006377,oscys.caseid.0572,plaintiff
per.006378,oscys.caseid.0572,defendant
